filename,size_bytes,sha256
args.yaml,1801,1c5e63a7c2af544ddc3dadefb9aede99fedbe03c6421a3f001f2630f2d8a4fa5
HANDOFF_README.md,4117,7addcde2aa0d43335f383303b6d436e784b61c1c0fa4b9fa22fef98647373045
lineage_manifest.json,5812,deceb7ae00ff0e0405b4cc666e059868dc86d176291ac23eed5e75adbda5cbb3
README_mobilephone2_v1.txt,1041,84a26eb48b0dd3647af1abdc46be319d0bb051f876ef95f7fb726f21e01f38d3
README_mobilephone3_v1.txt,1033,24859b68bce0dd403ee4edd3a3765ebc6ecd4117eeb97f51db8edd8798866053
README_mobilephone_v3.txt,1040,bb5e34c4a52b49f13c3e153a857f9c2947566b459ef044d5d0876906216d102e
results.csv,7179,107d3c7ba661d679274e5f01c51e6c1373afac53fb36a85815c61e9bc4cb857c
SPRINT_2_2A_CORRECTED_REPORT.md,22003,a12bcbb9d2aa4d3147b9791e671b0fbe24b69ad187a42e6f0f40505ad003a763
training_data_phone.redacted.yaml,460,23c9b7d1918ffcefb12b95e646d6c571507c2f7495b5094f0b95711d6de14ed0
